2014-09-18, 67
2014-09-19, 34
2014-09-20, 0
2014-09-21, 2
2014-09-22, 6
2014-09-23, 102
2014-09-24, 103
2014-09-25, 69
2014-09-26, 21
2014-09-27, 0
2014-09-28, 0
2014-09-29, 13
2014-09-30, 1
2014-10-01, 48
2014-10-02, 69
2014-10-03, 27
2014-10-04, 0
2014-10-05, 69
2014-10-06, 75
2014-10-07, 17
2014-10-08, 27
2014-10-09, 9
2014-10-10, 25
2014-10-11, 62
2014-10-12, 65
2014-10-13, 58
2014-10-14, 17
2014-10-15, 14
2014-10-16, 12
2014-10-17, 2
2014-10-18, 1
2014-10-19, 71
2014-10-20, 15
2014-10-21, 28
2014-10-22, 13
2014-10-23, 0
2014-10-24, 13
2014-10-25, 8
2014-10-26, 39
2014-10-27, 35
2014-10-28, 0
2014-10-29, 0
2014-10-30, 0
2014-10-31, 42
2014-11-01, 151
2014-11-02, 24
2014-11-03, 47
2014-11-04, 34
2014-11-05, 58
2014-11-06, 133
2014-11-07, 93
2014-11-08, 131
2014-11-09, 100
2014-11-10, 54
2014-11-11, 41
2014-11-12, 57
2014-11-13, 8
2014-11-14, 66
2014-11-15, 10
2014-11-16, 0
2014-11-17, 15
2014-11-18, 56
2014-11-19, 84
2014-11-20, 57
2014-11-21, 62
2014-11-22, 24
2014-11-23, 6
2014-11-24, 65
2014-11-25, 1
2014-11-26, 47
2014-11-27, 47
2014-11-28, 125
2014-11-29, 4
2014-11-30, 1
2014-12-01, 132
2014-12-02, 72
2014-12-03, 106
2014-12-04, 104
2014-12-05, 53
2014-12-06, 22
2014-12-07, 1
2014-12-08, 16
2014-12-09, 36
2014-12-10, 126
2014-12-11, 110
2014-12-12, 40
2014-12-13, 167
2014-12-14, 37
2014-12-15, 6
2014-12-16, 64
2014-12-17, 57
2014-12-18, 91
2014-12-19, 22
2014-12-20, 20
2014-12-21, 3
2014-12-22, 23
2014-12-23, 23
2014-12-24, 53
2014-12-25, 4
2014-12-26, 0
2014-12-27, 0
2014-12-28, 0
2014-12-29, 0
2014-12-30, 0
2014-12-31, 117
